券商買賣股票成交價量資訊
股票代碼,="1736"
序號,券商,價格,買進股數,賣出股數,,序號,券商,價格,買進股數,賣出股數
1,1020合　　庫,91.90,1000,0,,2,1020合　　庫,92.90,0,1000 
3,1020合　　庫,93.00,1000,0,,4,1021合庫台中,93.00,1000,0 
5,1021合庫台中,93.10,1000,5000,,6,1021合庫台中,93.30,0,2000 
7,1021合庫台中,93.40,0,2000,,8,1023合庫高雄,91.50,0,1000 
9,1023合庫高雄,92.10,1000,0,,10,1023合庫高雄,92.80,1000,1000 
11,1023合庫高雄,93.00,1000,0,,12,1024合庫嘉義,93.30,0,2000 
13,1028合庫彰化,93.00,0,47000,,14,1029合庫鳳山,92.50,0,1000 
15,1029合庫鳳山,93.20,1000,2000,,16,1029合庫鳳山,93.50,0,2000 
17,102C合庫自強,92.00,0,5,,18,102F合庫西台,93.20,1000,0 
19,102G合庫三重,92.00,1000,0,,20,1033土銀高雄,91.90,1000,0 
21,1033土銀高雄,92.80,1000,0,,22,1033土銀高雄,92.90,0,2000 
23,103A土銀建國,93.00,0,1000,,24,103A土銀建國,93.80,1000,0 
25,1040臺    銀,91.20,0,1000,,26,1040臺    銀,91.60,0,1000 
27,1040臺    銀,91.80,1000,0,,28,1040臺    銀,92.50,1000,0 
29,1040臺    銀,92.90,0,70,,30,1040臺    銀,93.00,5000,0 
31,1043臺銀民權,91.50,0,1000,,32,1043臺銀民權,91.90,0,1000 
33,1043臺銀民權,92.90,400,100,,34,1045臺銀新竹,93.00,1000,0 
35,1045臺銀新竹,93.10,0,1000,,36,104A臺銀臺中,91.50,1000,0 
37,104A臺銀臺中,92.50,2000,0,,38,104A臺銀臺中,93.00,0,2000 
39,104A臺銀臺中,93.50,0,1000,,40,104C臺銀高雄,91.80,0,2000 
41,104C臺銀高雄,92.30,0,2000,,42,104C臺銀高雄,92.40,0,4000 
43,104C臺銀高雄,92.60,0,2000,,44,104C臺銀高雄,92.80,0,2000 
45,104C臺銀高雄,93.30,0,2000,,46,104D臺銀金山,91.60,1000,0 
47,104D臺銀金山,93.00,0,1000,,48,104D臺銀金山,93.40,1000,0 
49,1115企銀太平,92.20,0,1000,,50,1115企銀太平,93.30,1000,0 
51,1160日    盛,93.00,2000,0,,52,1161日盛忠孝,91.50,0,1000 
53,1161日盛忠孝,92.80,1000,0,,54,1161日盛忠孝,93.00,5000,0 
55,1161日盛忠孝,93.10,1000,0,,56,1161日盛忠孝,93.20,2000,0 
57,1162日盛台南,93.00,0,1000,,58,1163日盛台中,92.60,0,5000 
59,1163日盛台中,93.80,0,2000,,60,1166日盛雙和,91.20,1000,0 
61,1166日盛雙和,91.60,1000,0,,62,1166日盛雙和,92.50,0,1000 
63,1166日盛雙和,93.30,0,1000,,64,1167日盛嘉義,92.50,0,2000 
65,116b日盛園區,93.00,4000,2000,,66,116E日盛三重,92.00,1000,0 
67,116E日盛三重,93.30,0,1000,,68,116f日盛復興,92.50,0,2000 
69,116F日盛員林,91.50,0,1000,,70,116G日盛景美,91.80,1000,0 
71,116G日盛景美,92.20,1000,0,,72,116G日盛景美,92.60,1000,0 
73,116G日盛景美,92.70,1000,0,,74,116G日盛景美,92.90,1000,0 
75,116G日盛景美,93.10,2000,0,,76,116G日盛景美,93.20,0,1000 
77,116H日盛新竹,91.70,1000,0,,78,116i日盛樹林,92.70,4000,0 
79,116i日盛樹林,93.10,0,4000,,80,116i日盛樹林,93.50,0,1000 
81,116L日盛大墩,94.00,0,6000,,82,116M日盛屏東,92.60,1000,0 
83,116M日盛屏東,93.20,0,1000,,84,116P日盛信義,92.60,0,5000 
85,116P日盛信義,93.90,2000,0,,86,116P日盛信義,94.00,3000,0 
87,116Q日盛二林,92.10,0,1000,,88,116Q日盛二林,93.00,1000,0 
89,116r日盛文化,91.10,3000,0,,90,116r日盛文化,91.30,5000,0 
91,116r日盛文化,91.50,0,5000,,92,116r日盛文化,91.70,0,5000 
93,116r日盛文化,91.90,0,5000,,94,116r日盛文化,92.00,0,1000 
95,116r日盛文化,92.10,0,6000,,96,116r日盛文化,92.20,0,5000 
97,116r日盛文化,92.40,0,5000,,98,116r日盛文化,92.70,0,5000 
99,116r日盛文化,92.80,5000,1000,,100,116r日盛文化,92.90,0,5000 
101,116r日盛文化,93.20,0,5000,,102,116r日盛文化,93.40,0,5000 
103,116r日盛文化,93.70,0,5000,,104,116r日盛文化,93.90,0,5000 
105,116W日盛鳳山,91.90,1000,0,,106,116W日盛鳳山,92.00,1000,0 
107,116W日盛鳳山,92.90,0,2000,,108,116W日盛鳳山,93.20,1000,2000 
109,116X日盛宜蘭,91.30,2000,0,,110,116X日盛宜蘭,92.00,0,22 
111,116Z日盛中和,92.50,0,1000,,112,116Z日盛中和,93.00,0,1000 
113,116Z日盛中和,93.60,1000,0,,114,1232彰銀七賢,92.00,1000,0 
115,1380台灣匯立,91.10,0,2000,,116,1380台灣匯立,91.20,0,3000 
117,1380台灣匯立,91.30,0,7000,,118,1380台灣匯立,91.40,0,3920 
119,1380台灣匯立,91.50,0,5000,,120,1380台灣匯立,91.60,0,7000 
121,1380台灣匯立,91.70,0,4000,,122,1380台灣匯立,91.80,0,5000 
123,1380台灣匯立,91.90,0,9000,,124,1380台灣匯立,92.00,0,10000 
125,1380台灣匯立,92.10,0,3000,,126,1440美林,91.30,0,1000 
127,1440美林,91.40,1000,4000,,128,1440美林,91.50,1000,0 
129,1440美林,91.60,3000,0,,130,1440美林,91.90,3000,2000 
131,1440美林,92.10,5000,0,,132,1440美林,92.50,0,9000 
133,1440美林,92.60,7000,1000,,134,1440美林,92.70,4000,4000 
135,1440美林,92.80,0,5000,,136,1440美林,92.90,9000,3000 
137,1440美林,93.00,4000,2000,,138,1440美林,93.10,4000,6000 
139,1440美林,93.20,0,3000,,140,1440美林,93.60,0,2000 
141,1440美林,93.80,0,2000,,142,1470台灣摩根,91.10,0,1000 
143,1470台灣摩根,91.20,0,1000,,144,1470台灣摩根,91.30,0,2000 
145,1470台灣摩根,91.50,0,4000,,146,1470台灣摩根,91.60,0,3000 
147,1470台灣摩根,91.90,3000,5000,,148,1470台灣摩根,92.00,0,1000 
149,1470台灣摩根,92.50,0,5000,,150,1470台灣摩根,92.60,0,5000 
151,1470台灣摩根,92.80,0,1000,,152,1470台灣摩根,92.90,0,3000 
153,1470台灣摩根,93.10,1000,2000,,154,1470台灣摩根,93.20,0,4000 
155,1470台灣摩根,93.30,1000,0,,156,1470台灣摩根,93.40,0,1000 
157,1470台灣摩根,93.80,0,1000,,158,1480美商高盛,91.30,2000,0 
159,1480美商高盛,91.40,1000,0,,160,1480美商高盛,91.50,2000,2000 
161,1480美商高盛,91.60,4000,0,,162,1480美商高盛,91.70,1000,0 
163,1480美商高盛,91.80,1000,2000,,164,1480美商高盛,91.90,4000,1000 
165,1480美商高盛,92.00,7000,2000,,166,1480美商高盛,92.10,3000,0 
167,1480美商高盛,92.20,2000,0,,168,1480美商高盛,92.30,3000,0 
169,1480美商高盛,92.40,8000,2000,,170,1480美商高盛,92.50,0,1000 
171,1480美商高盛,92.60,8000,0,,172,1480美商高盛,92.70,1000,2000 
173,1480美商高盛,92.80,6000,1000,,174,1480美商高盛,92.90,5000,2000 
175,1480美商高盛,93.00,1000,1000,,176,1480美商高盛,93.10,3000,0 
177,1480美商高盛,93.20,4000,1000,,178,1480美商高盛,93.30,2000,0 
179,1480美商高盛,93.40,2000,1000,,180,1480美商高盛,93.50,1000,1000 
181,1520瑞士信貸,91.30,0,2000,,182,1520瑞士信貸,91.70,0,1000 
183,1520瑞士信貸,91.90,0,1000,,184,1520瑞士信貸,92.00,0,1000 
185,1520瑞士信貸,92.10,0,1000,,186,1520瑞士信貸,92.20,0,1000 
187,1520瑞士信貸,92.50,0,3000,,188,1520瑞士信貸,92.60,0,10000 
189,1520瑞士信貸,92.70,0,1000,,190,1520瑞士信貸,92.80,0,3000 
191,1520瑞士信貸,92.90,2000,3000,,192,1520瑞士信貸,93.00,0,4000 
193,1520瑞士信貸,93.10,0,1000,,194,1520瑞士信貸,93.20,0,2000 
195,1520瑞士信貸,93.30,0,2000,,196,1520瑞士信貸,93.40,0,1000 
197,1520瑞士信貸,93.60,0,1000,,198,1520瑞士信貸,93.70,0,1000 
199,1560港商野村,91.70,0,1000,,200,1560港商野村,92.60,0,5000 
201,1560港商野村,92.70,0,1000,,202,1560港商野村,93.20,1000,0 
203,1590花旗環球,91.50,1000,0,,204,1590花旗環球,92.00,1000,0 
205,1590花旗環球,92.10,3000,0,,206,1590花旗環球,92.80,1000,0 
207,1590花旗環球,93.00,1000,0,,208,1590花旗環球,93.30,1000,0 
209,1590花旗環球,93.40,1000,0,,210,1650瑞銀,91.60,1000,0 
211,1650瑞銀,92.00,0,1000,,212,2181亞東板橋,92.90,3000,0 
213,2187亞東台中,92.70,50,0,,214,2187亞東台中,93.00,50,0 
215,5263大慶泰山,93.00,0,1000,,216,5265大慶苗栗,92.00,1000,0 
217,5266大慶中壢,92.70,1000,0,,218,5266大慶中壢,93.00,0,1000 
219,5266大慶中壢,93.50,0,1000,,220,5267大慶基隆,92.60,0,3000 
221,5267大慶基隆,92.70,0,7000,,222,5267大慶基隆,93.00,0,8000 
223,5269大慶台中,92.60,0,5000,,224,526A大慶中和,93.00,0,1000 
225,526K大慶富順,93.90,2000,0,,226,5380第一金證,92.90,1000,0 
227,5380第一金證,93.00,1000,0,,228,5381第一員林,91.20,1000,0 
229,5381第一員林,92.90,0,1000,,230,5382第一台中,91.50,2000,0 
231,5382第一台中,91.60,2000,0,,232,5382第一台中,91.90,0,2000 
233,5382第一台中,92.00,2000,1000,,234,5382第一台中,92.60,0,1000 
235,5382第一台中,92.80,2000,2000,,236,5382第一台中,92.90,0,1000 
237,5382第一台中,93.20,0,2000,,238,5382第一台中,94.00,1000,0 
239,5383第一高雄,92.00,1000,0,,240,5384第一台南,93.20,0,4000 
