公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,10060975,9835143,9488521,2.29,6.03,82885470,83397268,-0.61,-
1102,亞泥,5879394,5786107,5435641,1.61,8.16,49730368,46361950,7.26,-
1103,嘉泥,314563,336088,208505,-6.4,50.86,2737420,3081251,-11.15,本月營收較去年同期增加，主係大陸子公司江蘇聯合水泥銷貨增加所致。
1104,環泥,448691,393203,444328,14.11,0.98,3760641,3478931,8.09,-
1108,幸福,387362,379115,346773,2.17,11.7,3521251,3004812,17.18,-
1109,信大,367941,327684,267439,12.28,37.57,2911969,2619661,11.15,本月營業收入增加係因大陸子公司銷售水泥數量增加。
1110,東泥,161952,154518,141243,4.81,14.66,1448873,1123041,29.01,-
1201,味全,2642064,2814226,2412707,-6.11,9.5,22718060,20288941,11.97,-
1203,味王,521744,543046,486806,-3.92,7.17,4686177,4653996,0.69,-
1210,大成,8121104,7697099,7587192,5.5,7.03,65338914,64702975,0.98,-
1213,大飲,58460,100332,57842,-41.73,1.06,591632,593016,-0.23,-
1215,卜蜂,1667967,1617716,1618937,3.1,3.02,13404793,13117812,2.18,-
1216,統一,35846642,39507402,35972416,-9.26,-0.34,325453064,308845338,5.37,-
1217,愛之味,415275,602052,470988,-31.02,-11.82,3570365,3502962,1.92,-
1218,泰山,767613,817096,1008546,-6.05,-23.88,7265082,7870224,-7.68,-
1219,福壽,872071,891943,843005,-2.22,3.44,7730702,7733594,-0.03,-
1220,台榮,286383,307597,285353,-6.89,0.36,2556479,2830574,-9.68,-
1225,福懋油,1069826,1210326,1230887,-11.6,-13.08,10622582,10761220,-1.28,-
1227,佳格,2103415,1952137,1890389,7.74,11.26,15090861,13219413,14.15,-
1229,聯華,429951,444777,435704,-3.33,-1.32,3924779,3811162,2.98,-
1231,聯華食,389291,463072,403428,-15.93,-3.5,4019155,3887626,3.38,-
1232,大統益,1637724,1560434,1678046,4.95,-2.4,14700292,14090451,4.32,-
1233,天仁,187607,170820,185299,9.82,1.24,1528794,1543062,-0.92,-
1234,黑松,615620,764216,551836,-19.44,11.55,5321805,5239885,1.56,-
1235,興泰,20518,19205,28720,6.83,-28.55,189848,246406,-22.95,-
1236,宏亞,305164,175940,286525,73.44,6.5,1860308,1583496,17.48,-
1702,南僑,1229422,1216362,1150368,1.07,6.87,9942504,8861853,12.19,-
1737,臺鹽,208795,202205,191589,3.25,8.98,1793426,1710258,4.86,-
1301,台塑,16374212,18609714,15378307,-12.01,6.47,159479008,147759531,7.93,-
1303,南亞,26063016,29457942,25405973,-11.52,2.58,230543005,228506627,0.89,-
1304,台聚,5196426,5173131,4632944,0.45,12.16,43599229,42017163,3.76,-
1305,華夏,1109555,1182094,1271779,-6.13,-12.75,10716790,10700629,0.15,-
1307,三芳,983107,827206,970548,18.84,1.29,7842204,7907927,-0.83,-
1308,亞聚,540620,530310,359417,1.94,50.41,4125188,3829014,7.73,-
1309,台達化,2077436,1938920,1805336,7.14,15.07,16105242,13878389,16.04,-
1310,台苯,1626233,1739894,1630981,-6.53,-0.29,15940185,14034580,13.57,-
1312,國喬,2229507,1971327,2033356,13.09,9.64,19637870,17387617,12.94,-
1313,聯成,4364856,3995376,4300053,9.24,1.5,38095333,37557441,1.43,-
1314,中石化,3048807,3313253,3395283,-7.98,-10.2,26384510,29209328,-9.67,-
1315,達新,272823,433463,284446,-37.05,-4.08,2661756,2800230,-4.94,-
1321,大洋,471845,554471,482087,-14.9,-2.12,4372989,4073563,7.35,-
1323,永裕,273434,278414,247172,-1.78,10.62,2444836,2283982,7.04,-
1324,地球,119430,107247,136281,11.35,-12.36,1087983,1003852,8.38,-
1325,恆大,76056,89355,83894,-14.88,-9.34,779132,763899,1.99,-
1326,台化,35120260,38044886,28777075,-7.68,22.04,318712810,294137281,8.35,-
4306,炎洲,1610535,1613224,1400543,-0.16,14.99,14563643,13982827,4.15,-
1402,遠東新,19547404,20803252,19141611,-6.03,2.11,179020399,178778667,0.13,-
1409,新纖,3320453,3690476,3414502,-10.02,-2.75,32075702,32375867,-0.92,-
1410,南染,53747,46203,60372,16.32,-10.97,453383,512225,-11.48,-
1413,宏洲,361481,416708,314647,-13.25,14.88,3556167,2959508,20.16,-
1414,東和,121855,130136,104095,-6.36,17.06,1058347,1107378,-4.42,-
1417,嘉裕,199888,248706,241738,-19.62,-17.31,2390698,2379607,0.46,-
1418,東華,180215,232530,179513,-22.49,0.39,1465402,1758137,-16.65,-
1419,新紡,98612,98354,81679,0.26,20.73,717538,642674,11.64,-
1423,利華,64511,98063,51490,-34.21,25.28,670594,838838,-20.05,-
1434,福懋,3827790,3920986,4010491,-2.37,-4.55,35949848,38979274,-7.77,-
1439,中和,44679,42629,52576,4.8,-15.02,340183,558958,-39.13,-
1440,南紡,1796308,1952799,1808702,-8.01,-0.68,16363478,16365125,-0.01,-
1441,大東,115385,121638,116194,-5.14,-0.69,984941,1196392,-17.67,-
1443,立益,207772,297250,187797,-30.1,10.63,1722492,1938229,-11.13,-
1444,力麗,1114805,1071545,3044166,4.03,-63.37,9408374,11700625,-19.59,-
1445,大宇,163309,180941,173289,-9.74,-5.75,1581669,1581231,0.02,-
1446,宏和,41227,63290,45659,-34.86,-9.7,585962,567981,3.16,-
1447,力鵬,2354607,2054085,2439175,14.63,-3.46,19769768,19634400,0.68,-
1449,佳和,306463,277595,188433,10.39,62.63,2607962,1880522,38.68,-
1451,年興,1234670,1226209,1100391,0.69,12.2,10446600,9990656,4.56,-
1452,宏益,164369,181845,185537,-9.61,-11.4,1595372,1616163,-1.28,-
1453,大將,17062,15673,134350,8.86,-87.3,173959,406601,-57.21,-
1454,台富,169769,189997,142586,-10.64,19.06,1609880,1645886,-2.18,-
1455,集盛,1595632,1612889,1275691,-1.06,25.07,13217543,12983326,1.8,-
1456,怡華,53933,61198,132696,-11.87,-59.35,567981,1424962,-60.14,-
1457,宜進,360909,336634,358566,7.21,0.65,3245346,3641209,-10.87,-
1459,聯發,366485,370294,317553,-1.02,15.4,2915792,3008620,-3.08,-
1460,宏遠,731855,634248,683940,15.38,7.0,5430901,5485438,-0.99,-
1463,強盛,80382,80775,61625,-0.48,30.43,675754,468442,44.25,-
1464,得力,453375,347573,353336,30.44,28.31,3182032,3172017,0.31,-
1465,偉全,256016,253691,223803,0.91,14.39,1963105,1987839,-1.24,-
1466,聚隆,393407,408713,406357,-3.74,-3.18,3878474,4046740,-4.15,-
1467,南緯,766373,802862,718648,-4.54,6.64,5482628,5287537,3.68,-
1468,昶和,51074,49106,38814,4.0,31.58,628599,661292,-4.94,-
1470,大統新創,50320,58162,55224,-13.48,-8.88,482440,511688,-5.71,-
1472,三洋紡,74681,76713,86859,-2.64,-14.02,651217,651474,-0.03,-
1473,台南,696105,761029,958153,-8.53,-27.34,7262348,8278309,-12.27,-
1474,弘裕,302397,247563,266665,22.14,13.39,2672493,2494857,7.12,-
1475,業旺,18159,21046,24516,-13.71,-25.93,174049,276890,-37.14,-
1476,儒鴻,1689833,1576334,922798,7.2,83.12,12763162,9130181,39.79,無
1477,聚陽,2120702,1565793,2087568,35.43,1.58,13587635,12081445,12.46,-
4414,如興,253159,222617,228586,13.71,10.75,2122453,2063173,2.87,-
4426,利勤,124216,96737,99092,28.4,25.35,847405,739865,14.53,-
1503,士電,1639048,1913913,1470572,-14.36,11.45,14217508,15134669,-6.06,-
1504,東元,4385109,5021576,4047775,-12.67,8.33,42570854,35745926,19.09,-
1506,正道,118552,116489,138795,1.77,-14.58,1062514,1167468,-8.98,-
1507,永大,1651683,1679437,1383684,-1.65,19.36,14089452,11450243,23.04,此為本公司自結數
1513,中興電,1243539,693886,732654,79.21,69.73,7257187,6931332,4.7,-
1514,亞力,269907,238556,326046,13.14,-17.21,2654865,2923061,-9.17,-
1515,力山,358813,286805,357034,25.1,0.49,2380607,2363524,0.72,-
1517,利奇,316611,333802,309257,-5.15,2.37,2872704,3078205,-6.67,-
1519,華城,451154,361951,578803,24.64,-22.05,3173089,3129335,1.39,-
1526,日馳,49373,61458,46303,-19.66,6.63,510332,478462,6.66,-
1527,鑽全,224115,260336,175714,-13.91,27.54,2045215,1984299,3.06,-
1528,恩德,203474,213645,223078,-4.76,-8.78,2493111,2346899,6.23,-
1529,樂士,5977,18794,8566,-68.19,-30.22,90420,62317,45.09,-
1530,亞崴,223246,268103,297685,-16.73,-25.0,2173598,2875166,-24.4,-
1531,高林股,243170,268722,235558,-9.5,3.23,2414896,2171233,11.22,-
1532,勤美,1254194,1203493,948100,4.21,32.28,10983356,10055785,9.22,兩期變動達32.28%，主係本月鑄鐵及鋼鐵製品部門出售單價較高之加工製品較去年同期增加所致
1535,中宇,937080,897006,1094584,4.46,-14.38,7745668,7004118,10.58,-
1537,廣隆,496625,514192,550958,-3.41,-9.86,4201917,4376338,-3.98,-
1538,正峰,76037,74382,60113,2.22,26.49,594478,602201,-1.28,-
1539,巨庭,216645,168314,70112,28.71,208.99,1446951,1088394,32.94,-
1540,喬福,65047,65633,95430,-0.89,-31.83,666398,1064823,-37.41,大陸市場趨緩
1541,錩泰,191480,170288,126150,12.44,51.78,1385857,1311341,5.68,-
1558,伸興,692279,504757,509332,37.15,35.91,4292800,3903391,9.97,-
1560,中砂,346125,339373,330590,1.98,4.69,3055979,2882410,6.02,-
1583,程泰,453203,475661,512453,-4.72,-11.56,4278374,5223973,-18.1,-
1597,直得,81249,87099,80131,-6.71,1.39,721170,742507,-2.87,-
2049,上銀,1233572,1070377,1034139,15.24,19.28,8561260,9349896,-8.43,-
2371,大同,9585471,9816714,9775324,-2.35,-1.94,83207302,81621583,1.94,-
3167,大量,113383,208636,150416,-45.65,-24.62,1618461,1840561,-12.06,-
4526,東台,644423,718155,597120,-10.26,7.92,5540279,5335748,3.83,-
4532,瑞智,1222382,1047040,1033000,16.74,18.33,12298756,11761362,4.56,-
8374,羅昇,306621,330467,321432,-7.21,-4.6,3153294,3289946,-4.15,-
8996,高力,236970,213723,185559,10.87,27.7,1785832,1325000,34.77,-
1603,華電,154548,224413,225121,-31.13,-31.34,1954780,2023247,-3.38,-
1604,聲寶,675921,828788,847412,-18.44,-20.23,8640459,9697233,-10.89,-
1605,華新,12087581,11986027,11877891,0.84,1.76,108648001,114388114,-5.01,-
1608,華榮,926221,831993,1067901,11.32,-13.26,8286153,10917455,-24.1,-
1609,大亞,1483712,1475348,1488950,0.56,-0.35,13111256,13316711,-1.54,-
1611,中電,217267,227016,607857,-4.29,-64.25,2565231,5365287,-52.18,-
1612,宏泰,373352,417145,406745,-10.49,-8.2,3120556,4148530,-24.77,-
1614,三洋電,396301,447391,366457,-11.41,8.14,4139187,5448030,-24.02,-
1615,大山,167458,233137,280231,-28.17,-40.24,2075308,2943124,-29.48,-
1616,億泰,338967,268768,368967,26.11,-8.13,2497484,3281017,-23.88,-
1617,榮星,314408,318728,374490,-1.35,-16.04,2855171,3349752,-14.76,-
