公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2016287,2228476,2001210,-9.52,0.75,21809761,21978153,-0.76
1102,亞泥,1116753,931115,952056,19.93,17.29,10692340,9862023,8.41
1103,嘉泥,94668,121344,73876,-21.98,28.14,1171668,793338,47.68
1104,環球水泥,318461,339838,260888,-6.29,22.06,3143819,3019644,4.11
1108,幸福水泥,309670,353060,247552,-12.28,25.09,3067014,2922009,4.96
1109,信大水泥,142214,153504,139134,-7.35,2.21,1566066,1377850,13.66
1110,東泥,171133,175008,130836,-2.21,30.79,1468001,1268543,15.72
1201,味全公司,1199157,1233382,1140226,-2.77,5.16,13881802,12706329,9.25
1203,味王公司,146586,140042,142957,4.67,2.53,1769364,1782584,-0.74
1210,大成長城,2040013,2063098,1974857,-1.11,3.29,21426434,21077900,1.65
1213,大飲,43036,47029,46812,-8.49,-8.06,677606,650092,4.23
1215,卜蜂企業,1325239,1403186,1323675,-5.55,0.11,13774826,13661612,0.82
1216,統一,3535395,3836711,4032392,-7.85,-12.32,43482306,48238193,-9.85
1217,愛之味,220344,201670,201158,9.25,9.53,3156191,2975669,6.06
1218,泰山企業,730124,727549,648485,0.35,12.58,7669143,7075418,8.39
1219,福壽實業,894955,907449,905288,-1.37,-1.14,9429646,9296825,1.42
1220,台榮,228877,257079,260807,-10.97,-12.24,2909818,2881384,0.98
1225,福懋油,1126473,944442,985718,19.27,14.27,9827363,8935852,9.97
1227,佳格,1098390,1037462,1097925,5.87,0.04,11056461,11221064,-1.46
1229,聯華實業,353771,352198,381328,0.44,-7.22,3633986,3718073,-2.26
1231,聯華食品,400465,386221,404837,3.68,-1.07,4813042,4697255,2.46
1232,大統益,1567154,1572600,1425364,-0.34,9.94,16101823,15242029,5.64
1233,天仁,171530,148523,166763,15.49,2.85,1854790,1850837,0.21
1234,黑松,390411,418950,391725,-6.81,-0.33,5141512,5042107,1.97
1235,興泰,24158,26711,31165,-9.55,-22.48,293857,319653,-8.07
1236,宏亞食品,274172,217329,243416,26.15,12.63,2074997,2156395,-3.77
1702,南僑化工,199158,193529,206334,2.9,-3.47,2138012,2114642,1.1
1737,臺鹽,206006,186316,181726,10.56,13.36,2100697,2133475,-1.53
1301,台塑,14781874,14240705,14235136,3.8,3.84,160011408,173691145,-7.87
1303,南亞塑膠,14816161,14160299,14009171,4.63,5.76,166645787,177504768,-6.11
1304,台聚,769322,764890,927823,0.57,-17.08,9984286,12216381,-18.27
1305,華夏,697146,588103,736249,18.54,-5.31,7326221,8498558,-13.79
1307,三芳化工,471735,683822,582281,-31.01,-18.98,6389232,6490650,-1.56
1308,亞聚,302902,267235,369754,13.34,-18.08,4399151,5840656,-24.68
1309,台達化工,840992,884791,822994,-4.95,2.18,9312825,10001450,-6.88
1310,台苯,1255009,1387622,1254281,-9.55,0.05,13527717,11602031,16.59
1312,國喬石化,1213142,1608084,1491697,-24.55,-18.67,16322040,17848019,-8.54
1313,聯成,521655,547974,555224,-4.8,-6.04,6634688,6621996,0.19
1314,中石化,2569111,3309868,2381393,-22.38,7.88,33997508,39309500,-13.51
1315,達新工業,180453,137096,190175,31.62,-5.11,2072166,2254091,-8.07
1319,東陽,1191087,1148439,1193333,3.71,-0.18,11907487,11746713,1.36
1321,大洋,429837,385432,435318,11.52,-1.25,4459649,4692644,-4.96
1323,永裕,149528,132169,154359,13.13,-3.12,1545973,1523041,1.5
1324,地球工業,118108,128069,125379,-7.77,-5.79,1244299,1452915,-14.35
1325,�琱j,72818,77961,78311,-6.59,-7.01,790681,948760,-16.66
1326,台化,25040187,22191001,19105037,12.83,31.06,261248917,259860722,0.53
1339,昭輝,117913,100739,103518,17.04,13.9,1047018,998915,4.81
1715,萬洲化學,393340,398613,418708,-1.32,-6.05,4686629,4293534,9.15
4306,炎洲,459675,551285,406729,-16.61,13.01,5492409,4876053,12.64
1402,遠東新,4820616,4759948,5047572,1.27,-4.49,55856934,56567681,-1.25
1409,新纖,1547452,1790266,1847513,-13.56,-16.24,23153861,24435470,-5.24
1410,南染,24307,26817,30141,-9.35,-19.35,313019,338118,-7.42
1413,宏洲纖維,365683,313554,334220,16.62,9.41,3638745,4013834,-9.34
1414,東和,96776,113017,113131,-14.37,-14.45,1317171,1187459,10.92
1416,廣豐,7230,26550,17751,-72.76,-59.26,185160,171553,7.93
1417,嘉裕,123816,168548,165600,-26.53,-25.23,1790698,1202398,48.92
1418,東華,98382,207315,153697,-52.54,-35.98,2063834,2709259,-23.82
1419,新紡,111674,106239,100049,5.11,11.61,780058,857543,-9.03
1423,利華羊毛,75531,58874,111924,28.29,-32.51,973243,1301801,-25.23
1432,大魯閣,455,454,1472,0.22,-69.08,11222,12691,-11.57
1434,福懋興業,2683084,2795396,2808188,-4.01,-4.45,32140022,33275894,-3.41
1439,中和羊毛,57963,70310,79824,-17.56,-27.38,687231,637745,7.75
1440,南紡,1293522,1318332,1315410,-1.88,-1.66,14347590,15776760,-9.05
1441,大東紡織,122991,130494,129831,-5.74,-5.26,1352116,1643276,-17.71
1443,立益紡織,84947,86211,73351,-1.46,15.8,928731,850421,9.2
1444,力麗,839185,930523,842013,-9.81,-0.33,13099128,12159714,7.72
1445,大宇紡織,154077,161998,155116,-4.88,-0.66,1897306,2123912,-10.66
1446,宏和,44171,25615,19557,72.44,125.85,317816,510896,-37.79
1447,力鵬,1602200,2132355,1867862,-24.86,-14.22,23370149,23162073,0.89
1449,佳和實業,153610,154273,188722,-0.42,-18.6,1770951,1947293,-9.05
1451,年興紡織,938946,1008679,1058387,-6.91,-11.28,10432222,10220070,2.07
1452,宏益,171314,189105,170706,-9.4,0.35,1976582,2097758,-5.77
1453,大將,93517,106808,8371,-12.44,1017.15,606906,210908,187.75
1454,台富,174000,176648,178994,-1.49,-2.79,1996534,2461924,-18.9
1455,集盛,1264724,1335248,1328223,-5.28,-4.78,15583298,17432691,-10.6
1456,怡華,145304,132182,171523,9.92,-15.28,1702449,1945579,-12.49
1457,宜進,349946,376808,398858,-7.12,-12.26,4367963,5592882,-21.9
1459,聯發紡織,252058,206553,240830,22.03,4.66,2745474,2607936,5.27
1460,宏遠,536564,570506,637559,-5.94,-15.84,5780343,5767826,0.21
1463,強盛染整,36873,45203,33500,-18.42,10.06,419845,508293,-17.4
1464,得力實業,219758,234837,184828,-6.42,18.89,1972345,1807151,9.14
1465,偉全實業,78859,152490,117783,-48.28,-33.04,1401049,1768067,-20.75
1466,聚隆,354739,396803,363609,-10.6,-2.43,4798282,5374818,-10.72
1467,南緯實業,228910,269087,237394,-14.93,-3.57,2926741,3193773,-8.36
1468,昶和纖維,40475,45955,47330,-11.92,-14.48,476165,639417,-25.53
1469,理隆纖維,26853,43734,25015,-38.59,7.34,555902,799520,-30.47
1470,大統染,62338,62049,58530,0.46,6.5,636076,739488,-13.98
1472,三洋紡,72474,72159,48351,0.43,49.89,674846,1119705,-39.73
1473,台南企業,567488,515828,528364,10.01,7.4,7466255,6609211,12.96
1474,弘裕,294764,275836,290290,6.86,1.54,2819671,3401796,-17.11
1475,本盟光電,13391,12405,22236,7.94,-39.77,210794,356270,-40.83
1476,儒鴻,1726784,1805453,923344,-4.35,87.01,12634926,9966809,26.77
1477,聚陽實業,944651,2038299,1006903,-53.65,-6.18,14771530,13951625,5.87
4414,如興,187381,176909,190073,5.91,-1.41,2244259,2284833,-1.77
4426,利勤實業,86978,105216,59188,-17.33,46.95,932059,563457,65.41
1503,士電,1115337,1264769,1214547,-11.81,-8.16,13991380,14787993,-5.38
1504,東元電機,1928564,2103422,2122029,-8.31,-9.11,23548994,23748699,-0.84
1506,正道,79474,75150,85966,5.75,-7.55,935405,908524,2.95
1507,永大機電,359421,299285,344489,20.09,4.33,3678131,3456322,6.41
1512,瑞利,233326,209253,303424,11.5,-23.1,2255768,2523844,-10.62
1513,中興電,503559,557929,685171,-9.74,-26.5,6518461,6983962,-6.66
1514,亞力電機,247671,293446,249896,-15.59,-0.89,3370271,2984779,12.91
1515,力山,293931,310865,237961,-5.44,23.52,2891940,2247492,28.67
1517,利奇機械,197679,157672,177724,25.37,11.22,2078361,1883920,10.32
1519,華城電機,287710,452605,346206,-36.43,-16.89,3545654,3927443,-9.72
1521,大億,388841,362268,345520,7.33,12.53,3868559,3769251,2.63
1522,堤維西,712506,747226,758471,-4.64,-6.06,7934890,7657601,3.62
1524,耿鼎企業,232018,242830,271200,-4.45,-14.44,2520793,2858605,-11.81
1525,江申工業,116865,115335,107658,1.32,8.55,1333039,1187815,12.22
1526,日馳,44167,46241,46543,-4.48,-5.1,527324,566745,-6.95
1527,鑽全,159943,181746,224702,-11.99,-28.81,2325988,2555714,-8.98
1528,恩德,147039,206422,278620,-28.76,-47.22,2241077,2659760,-15.74
1529,樂士,6430,5671,6777,13.38,-5.12,74418,101800,-26.89
1530,亞崴機電,271433,248609,363870,9.18,-25.4,3114555,2835280,9.84
1531,高林股,162883,167747,149301,-2.89,9.09,1958281,3226034,-39.29
1533,車王電,94137,105272,133256,-10.57,-29.35,1154972,1355062,-14.76
1535,中宇,966962,594605,746557,62.62,29.52,8343389,7486987,11.43
1536,和大工業,260418,270748,222164,-3.81,17.21,3071936,2409272,27.5
1537,廣隆光電,405741,429715,350922,-5.57,15.62,4480651,3663938,22.29
1538,正峰新,62320,51643,69400,20.67,-10.2,702097,865604,-18.88
1539,巨庭機械,94714,144085,101947,-34.26,-7.09,1245636,964688,29.12
1540,喬福機械,64479,58654,107589,9.93,-40.06,1187956,1154650,2.88
1541,錩泰,90360,101657,92099,-11.11,-1.88,1253617,951620,31.73
1558,伸興,346301,456852,364672,-24.19,-5.03,4467043,4201220,6.32
1560,中砂,319904,337554,309941,-5.22,3.21,3539869,3546638,-0.19
1568,倉佑,123544,123656,126124,-0.09,-2.04,1342930,1295299,3.67
1583,程泰,194005,199850,174933,-2.92,10.9,2563351,2243144,14.27
2049,上銀科技,812515,928393,1367384,-12.48,-40.57,10147652,13073122,-22.37
2228,劍麟,119971,139418,93798,-13.94,27.9,1494133,1391570,7.37
2231,為升,110207,104704,85017,5.25,29.62,1097514,922126,19.01
2371,大同,2120899,2332172,2950710,-9.05,-28.12,29172577,35493117,-17.8
3167,大量科技,35008,44526,227303,-21.37,-84.59,1710979,1823750,-6.18
4526,東台,362561,400868,529093,-9.55,-31.47,4231254,6176947,-31.49
4532,瑞智精密,435446,306541,457376,42.05,-4.79,5804520,5315613,9.19
6605,帝寶工業,890512,837562,829998,6.32,7.29,8870069,9062627,-2.12
8222,寶一科技,63651,65062,48003,-2.16,32.59,676932,571585,18.43
8374,羅昇,92435,105668,100419,-12.52,-7.95,1270597,1511837,-15.95
8996,高力,158967,161499,162045,-1.56,-1.89,1572898,1348213,16.66
1603,華電,235257,294716,285723,-20.17,-17.66,2555864,3279777,-22.07
1604,聲寶,597602,711012,636460,-15.95,-6.1,9679919,7766977,24.62
1605,華新,4923636,6089887,5366914,-19.15,-8.25,64353833,69083244,-6.84
1608,華榮,647162,657037,617638,-1.5,4.78,8984964,9017394,-0.35
1609,大亞電線,532133,546842,743283,-2.68,-28.4,8280799,8224794,0.68
1611,中電,581363,558812,668236,4.03,-13.0,6441865,6249361,3.08
1612,宏泰,419081,330760,341415,26.7,22.74,4784189,5268417,-9.19
1613,台一,336133,392072,423698,-14.26,-20.66,5076861,5767656,-11.97
1614,三洋電,326459,285145,398605,14.48,-18.09,6258218,5823998,7.45
1615,大山,313550,221051,212059,41.84,47.85,3477758,3651616,-4.76
