公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,9083111,5964991,7523593,52.27,20.72,21179772,17731236,19.44,-
1102,亞泥,5308954,3049461,5338549,74.09,-0.55,12520545,12999788,-3.68,-
1103,嘉泥,194614,171513,200449,13.46,-2.91,598506,541326,10.56,-
1104,環泥,428434,308357,434381,38.94,-1.36,1100655,1105804,-0.46,-
1108,幸福,343552,232100,392746,48.01,-12.52,892425,990364,-9.88,-
1109,信大,462370,174572,400065,164.85,15.57,970002,875999,10.73,-
1110,東泥,132814,115850,143256,14.64,-7.28,352667,383670,-8.08,-
1201,味全,1267283,1127074,1241896,12.44,2.04,3607878,3518095,2.55,-
1203,味王,548853,472692,511693,16.11,7.26,1565032,1545484,1.26,-
1210,大成,6686950,5549618,6301420,20.49,6.11,18510876,18034309,2.64,-
1213,大飲,37858,46859,35874,-19.2,5.53,163200,152458,7.04,-
1215,卜蜂,1719901,1415146,1560252,21.53,10.23,4782335,4255524,12.37,-
1216,統一,32926233,28430863,35787584,15.81,-7.99,96129152,106712758,-9.91,-
1217,愛之味,286108,257183,265688,11.24,7.68,934416,906815,3.04,-
1218,泰山,641625,526314,595418,21.9,7.76,1867385,1825819,2.27,-
1219,福壽,963379,856122,864594,12.52,11.42,2828403,2620641,7.92,-
1220,台榮,173090,132487,242175,30.64,-28.52,496911,646352,-23.12,-
1225,福懋油,973879,767569,882670,26.87,10.33,2631202,2554434,3.0,-
1227,佳格,1603176,1414397,1460198,13.34,9.79,6491180,7422008,-12.54,-
1229,聯華,423762,332673,467929,27.38,-9.43,1152215,1310533,-12.08,-
1231,聯華食,578160,503680,515146,14.78,12.23,1762896,1691729,4.2,-
1232,大統益,1529407,1254503,1402464,21.91,9.05,4388701,3927503,11.74,-
1233,天仁,161923,148173,165239,9.27,-2.0,550179,562963,-2.27,-
1234,黑松,615447,654021,501361,-5.89,22.75,2209640,1755623,25.86,-
1235,興泰,4230,2819,6457,50.05,-34.48,10610,19119,-44.5,"本公司轉型以生產水產飼料為主,1-3月天氣寒冷,適逢水產淡季故營收較低"
1236,宏亞,116692,106142,141682,9.93,-17.63,447766,604459,-25.92,-
1702,南僑,1287519,1042242,1282872,23.53,0.36,3786687,3715766,1.9,-
1737,臺鹽,235049,181455,204287,29.53,15.05,655823,629092,4.24,-
1301,台塑,18020955,14967527,17461233,20.4,3.2,47795996,42782369,11.71,-
1303,南亞,25777365,22900325,25729722,12.56,0.18,72676153,65469083,11.0,-
1304,台聚,5134632,4465094,4954019,14.99,3.64,13900940,12700065,9.45,-
1305,華夏,1380986,1234618,1402179,11.85,-1.51,3691194,3765741,-1.97,-
1307,三芳,1089339,871533,1298325,24.99,-16.09,2701624,3071064,-12.02,-
1308,亞聚,571410,539426,513785,5.92,11.21,1530649,1333908,14.74,-
1309,台達化,1640380,1386209,1567521,18.33,4.64,4523511,3688320,22.64,-
1310,台苯,1115527,1161500,1325842,-3.95,-15.86,3518749,3509808,0.25,-
1312,國喬,1760316,1630348,1796339,7.97,-2.0,5394308,4568704,18.07,-
1313,聯成,4377937,3346134,3656880,30.83,19.71,10641358,9024345,17.91,-
1314,中石化,3156497,2820972,1939183,11.89,62.77,9016749,5310385,69.79,CPL銷售量較去年同期大幅成長
1315,達新,249031,164251,268832,51.61,-7.36,695383,716093,-2.89,-
1321,大洋,407365,305541,430978,33.32,-5.47,1053225,1001202,5.19,-
1323,永裕,265030,219747,266330,20.6,-0.48,707994,732786,-3.38,-
1324,地球,119123,79878,113538,49.13,4.91,286287,284076,0.77,-
1325,恆大,68944,59603,102211,15.67,-32.54,227751,259931,-12.38,-
1326,台化,29516729,29675702,28768227,-0.53,2.6,89259531,75799504,17.75,-
4306,炎洲,1701026,1245725,1515835,36.54,12.21,4162506,3959790,5.11,-
1402,遠東新,17630313,16342337,18647674,7.88,-5.45,50365240,51647650,-2.48,-
1409,新纖,3279579,2910900,2920498,12.66,12.29,8714517,8344992,4.42,-
1410,南染,50020,43418,64230,15.2,-22.12,132777,149844,-11.38,-
1413,宏洲,317521,230988,201659,37.46,57.45,751681,475301,58.14,化纖市場回溫出貨增加
1414,東和,91433,107775,75626,-15.16,20.9,233572,197067,18.52,-
1417,嘉裕,151520,230993,238446,-34.4,-36.45,630717,893036,-29.37,-
1418,東華,223514,111792,201884,99.93,10.71,427250,499280,-14.42,-
1419,新紡,124514,97530,103456,27.66,20.35,351300,304243,15.46,-
1423,利華,56726,50473,71004,12.38,-20.1,142548,162036,-12.02,-
1434,福懋,3893610,3198296,3888208,21.74,0.13,10254273,10428555,-1.67,-
1439,中和,25208,25776,21639,-2.2,16.49,76760,105613,-27.31,-
1440,南紡,2060539,1727052,1750254,19.3,17.72,5114721,4201309,21.74,-
1441,大東,160119,132780,181394,20.58,-11.72,392350,424522,-7.57,-
1443,立益,98716,86518,106958,14.09,-7.7,321777,266825,20.59,-
1444,力麗,966335,809977,940354,19.3,2.76,2446082,2407514,1.6,-
1445,大宇,151013,113416,142402,33.14,6.04,380999,394594,-3.44,-
1446,宏和,32527,33409,67730,-2.64,-51.97,114908,227862,-49.57,因本月成衣銷售額比上期減少所致
1447,力鵬,1553152,1549027,1359182,0.26,14.27,4439011,3195254,38.92,-
1449,佳和,315729,187151,254922,68.7,23.85,656321,641905,2.24,-
1451,年興,943464,754009,1086656,25.12,-13.17,2552857,3071091,-16.87,-
1452,宏益,235369,183200,185275,28.47,27.03,566208,499511,13.35,-
1453,大將,2554,962,5741,165.48,-55.51,4578,10635,-56.95,本月及本年累計營收減少，係因紡紗產品產業景氣不佳，出貨量減少所致。
1454,台富,177576,142465,177878,24.64,-0.16,455441,416455,9.36,-
1455,集盛,1482584,1356846,1213972,9.26,22.12,4126514,2991825,37.92,-
1456,怡華,35723,99033,40591,-63.92,-11.99,182350,109237,66.93,建設業完工交屋
1457,宜進,510415,368323,474615,38.57,7.54,1207359,1192399,1.25,-
1459,聯發,296886,282359,305079,5.14,-2.68,764050,769048,-0.64,-
1460,宏遠,773005,636071,768058,21.52,0.64,2147097,2126259,0.98,-
1463,強盛,553333,66401,55631,733.32,894.64,847682,129080,556.71,子公司保強建設建案交屋入帳
1464,得力,717638,603760,683387,18.86,5.01,1868636,1836381,1.75,-
1465,偉全,195091,97456,218088,100.18,-10.54,435269,447518,-2.73,-
1466,聚隆,362620,270046,358106,34.28,1.26,901348,867760,3.87,-
1467,南緯,507723,519754,507995,-2.31,-0.05,1551199,1701734,-8.84,-
1468,昶和,58179,38017,70029,53.03,-16.92,156675,151961,3.1,-
1470,大統新創,74187,58106,72318,27.67,2.58,179635,182299,-1.46,-
1472,三洋紡,58926,46692,63170,26.2,-6.71,157719,137863,14.4,-
