公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2091998,1723441,2085036,21.38,0.33,5567641,5834409,-4.57
1102,亞泥,1138840,784369,903106,45.19,26.1,2772752,2431250,14.04
1103,嘉泥,111881,90503,150432,23.62,-25.62,273764,430353,-36.38
1104,環球水泥,342114,273966,318716,24.87,7.34,843587,839539,0.48
1108,幸福水泥,302759,238923,282921,26.71,7.01,768318,738237,4.07
1109,信大水泥,155201,130079,116997,19.31,32.65,390832,313034,24.85
1110,東泥,136957,129548,137196,5.71,-0.17,381823,352847,8.21
1201,味全公司,1244891,1022158,1095331,21.79,13.65,3382155,3101971,9.03
1203,味王公司,162441,144944,184092,12.07,-11.76,485297,521068,-6.86
1210,大成長城,2054665,1814091,2027686,13.26,1.33,5726485,5712757,0.24
1213,大飲,40941,47032,38449,-12.95,6.48,170239,151731,12.19
1215,卜蜂企業,1255365,1181696,1266010,6.23,-0.84,3707581,3554378,4.31
1216,統一,3864868,3267982,4086523,18.26,-5.42,11212654,12311216,-8.92
1217,愛之味,332610,165097,267008,101.46,24.56,677892,755140,-10.22
1218,泰山企業,631005,514205,640575,22.71,-1.49,1731246,1770438,-2.21
1219,福壽實業,872715,695993,838672,25.39,4.05,2346672,2295241,2.24
1220,台榮,238848,194251,295919,22.95,-19.28,639517,682237,-6.26
1225,福懋油,911524,695773,793746,31.0,14.83,2307998,2259338,2.15
1227,佳格,905890,865357,1018562,4.68,-11.06,3014208,3297159,-8.58
1229,聯華實業,345395,312927,307234,10.37,12.42,944436,954559,-1.06
1231,聯華食品,377166,409434,373847,-7.88,0.88,1338520,1339596,-0.08
1232,大統益,1397046,1332607,1527905,4.83,-8.56,3917395,4086577,-4.13
1233,天仁,146229,139266,146267,4.99,-0.02,516861,529452,-2.37
1234,黑松,448658,447517,448924,0.25,-0.05,1409571,1415632,-0.42
1235,興泰,29974,28703,28456,4.42,5.33,79719,84385,-5.52
1236,宏亞食品,150016,132180,148386,13.49,1.09,539069,673559,-19.96
1702,南僑化工,203698,170269,213897,19.63,-4.76,568074,589282,-3.59
1737,臺鹽,176673,183540,271508,-3.74,-34.92,535507,665048,-19.47
1301,台塑,17695633,16243897,20088252,8.93,-11.91,47333950,52131730,-9.2
1303,南亞塑膠,16662761,16471314,21136002,1.16,-21.16,47955233,58588806,-18.14
1304,台聚,1164931,1047001,1396788,11.26,-16.59,3068639,3492965,-12.14
1305,華夏,744747,783964,1013636,-5.0,-26.52,2117129,2394761,-11.59
1307,三芳化工,671310,703182,722164,-4.53,-7.04,1761253,1724896,2.1
1308,亞聚,485097,493382,653624,-1.67,-25.78,1338467,1863277,-28.16
1309,台達化工,823849,889507,1041574,-7.38,-20.9,2463716,2865548,-14.02
1310,台苯,1142856,1287758,1226593,-11.25,-6.82,3694376,3421525,7.97
1312,國喬石化,1300235,1592227,1783491,-18.33,-27.09,4366148,4949772,-11.79
1313,聯成,725245,701500,808014,3.38,-10.24,1942763,1989510,-2.34
1314,中石化,3795384,2823548,3610128,34.41,5.13,9780376,9947997,-1.68
