公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,8370478,9083111,7255945,-7.84,15.36,29550250,24987181,18.26,-
1102,亞泥,5218646,5308954,5557712,-1.7,-6.1,17739190,18557500,-4.4,-
1103,嘉泥,132940,194614,200905,-31.69,-33.82,731446,742231,-1.45,-
1104,環泥,358213,428434,427717,-16.39,-16.24,1458868,1533521,-4.86,-
1108,幸福,292915,343552,383656,-14.73,-23.65,1185340,1374020,-13.73,-
1109,信大,481754,462370,410873,4.19,17.25,1451756,1286872,12.81,-
1110,東泥,113910,132814,146295,-14.23,-22.13,466577,529965,-11.96,-
1201,味全,1331729,1267283,1325001,5.08,0.5,4939607,4843096,1.99,-
1203,味王,456889,548853,518779,-16.75,-11.92,2021921,2064263,-2.05,-
1210,大成,6297791,6686950,5717685,-5.81,10.14,24808667,23751994,4.44,-
1213,大飲,35724,37858,43296,-5.63,-17.48,198924,195754,1.61,-
1215,卜蜂,1525910,1719901,1349991,-11.27,13.03,6308245,5605515,12.53,-
1216,統一,32149960,32926233,33807543,-2.35,-4.9,128279112,140520301,-8.71,-
1217,愛之味,271972,286108,278133,-4.94,-2.21,1206388,1184948,1.8,-
1218,泰山,584450,641625,628759,-8.91,-7.04,2451835,2454578,-0.11,-
1219,福壽,836562,963379,872985,-13.16,-4.17,3664966,3493626,4.9,-
1220,台榮,155625,173090,243929,-10.09,-36.2,652536,890281,-26.7,-
1225,福懋油,892975,973879,917262,-8.3,-2.64,3524177,3471696,1.51,-
1227,佳格,1712813,1603176,1642669,6.83,4.27,8203993,9064677,-9.49,-
1229,聯華,402503,423762,447503,-5.01,-10.05,1554718,1758036,-11.56,-
1231,聯華食,499142,578160,464621,-13.66,7.42,2262038,2156350,4.9,-
1232,大統益,1340101,1529407,1371350,-12.37,-2.27,5728803,5298853,8.11,-
1233,天仁,166068,161923,167028,2.55,-0.57,716247,729991,-1.88,-
1234,黑松,517614,615447,600077,-15.89,-13.74,2727254,2355700,15.77,-
1235,興泰,4245,4230,5639,0.35,-24.72,14855,24759,-40.0,"本公司轉型以生產水產飼料為主,1-4月為水產淡季故營收較低"
