公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,8071192,6952639,7087046,16.08,13.88,68952078,63024723,9.4,-
1102,亞泥,5806573,5478165,5078411,5.99,14.33,45349036,44103219,2.82,-
1103,嘉泥,177734,174704,277340,1.73,-35.91,1565228,2104580,-25.62,-
1104,環泥,403016,367333,293590,9.71,37.27,3287855,3362715,-2.22,-
1108,幸福,267312,293423,335445,-8.89,-20.31,2592961,3163694,-18.04,-
1109,信大,521034,487484,345658,6.88,50.73,3743408,3025703,23.72,大陸子公司水泥價格、數量較去年同期增加。
1110,東泥,232565,110747,83555,109.99,178.33,1141614,1087711,4.95,主要係因子公司東南資產開發股份有限公司於本月認列收入
1201,味全,1685062,1785571,1672012,-5.62,0.78,13169331,13300809,-0.98,-
1203,味王,543886,561578,507478,-3.15,7.17,4644469,4742645,-2.07,-
1210,大成,7052418,6554870,6539518,7.59,7.84,56299744,55212859,1.96,-
1213,大飲,61395,93860,48340,-34.58,27.0,535991,535679,0.05,-
1215,卜蜂,1700740,1814892,1532451,-6.28,10.98,14759528,13327847,10.74,-
1216,統一,35792013,37940819,35517051,-5.66,0.77,305038391,319022454,-4.38,-
1217,愛之味,456849,592995,337564,-22.95,35.33,3371911,3313449,1.76,-
1218,泰山,702927,770210,721550,-8.73,-2.58,5920846,6194611,-4.41,-
1219,福壽,905236,937701,863652,-3.46,4.81,8017586,8017916,-0.0,-
1220,台榮,196312,244596,202700,-19.74,-3.15,1699828,2125278,-20.01,-
1225,福懋油,884524,919990,849522,-3.85,4.12,7970121,7927814,0.53,-
1227,佳格,3096087,2444037,2646459,26.67,16.98,19370722,19546996,-0.9,-
1229,聯華,404314,417191,415700,-3.08,-2.73,3579499,3948512,-9.34,-
1231,聯華食,566665,699942,544213,-19.04,4.12,5312642,4954966,7.21,-
1232,大統益,1411977,1439903,1412122,-1.93,-0.01,12700093,12725711,-0.2,-
1233,天仁,186498,181031,172743,3.01,7.96,1609187,1600563,0.53,-
1234,黑松,805520,950524,833496,-15.25,-3.35,7046324,6629514,6.28,-
1235,興泰,25839,8662,19746,198.3,30.85,64076,102389,-37.41,-
1236,宏亞,233746,144395,224374,61.87,4.17,1290395,1474381,-12.47,-
1702,南僑,1744264,1421808,1388943,22.67,25.58,12522687,12009070,4.27,-
1737,臺鹽,264766,252208,236086,4.97,12.14,2091835,2097654,-0.27,-
1301,台塑,17594800,18909653,13095242,-6.95,34.36,153641840,129726099,18.43,-
1303,南亞,26587765,26000918,22981375,2.25,15.69,224643255,202614025,10.87,-
1304,台聚,5279293,5002910,4093903,5.52,28.95,42853710,38766003,10.54,-
1305,華夏,1184397,1239926,1051260,-4.47,12.66,10927985,10653368,2.57,-
1307,三芳,896942,928557,982022,-3.4,-8.66,7653066,8284911,-7.62,-
1308,亞聚,585591,641144,449147,-8.66,30.37,4806902,4022583,19.49,-
1309,台達化,2007684,1621952,1256667,23.78,59.76,14348104,11712422,22.5,主要原料苯乙烯上漲，帶動各項相關產品售價上揚，及ABS和GPS銷售量提升，致營業收入較去年同期大幅增加。
1310,台苯,1321553,1291990,1128310,2.28,17.12,10946731,10267068,6.61,-
1312,國喬,2064839,2142768,1568418,-3.63,31.65,17075142,14116630,20.95,-
1313,聯成,4657393,4307176,3499966,8.13,33.06,36151734,29185678,23.86,-
1314,中石化,2368886,2852638,2414307,-16.95,-1.88,24389066,19085037,27.79,-
1315,達新,215116,261867,265971,-17.85,-19.12,2080042,2230040,-6.72,-
